protein1 protein2 experimental database textmining combined_score
208964.PA0040 208964.PA4624 0 540 0 540
208964.PA0041 208964.PA3648 0 0 225 224
208964.PA0041 208964.PA2543 249 0 0 248
208964.PA0041 208964.PA3339 249 0 0 248
208964.PA0044 208964.PA3842 900 0 0 900
208964.PA0045 208964.PA3062 0 0 231 230
208964.PA0049 208964.PA5023 215 0 0 215
208964.PA0051 208964.PA2253 0 900 0 900
208964.PA0051 208964.PA3459 0 900 0 900
208964.PA0051 208964.PA2084 0 900 0 900
208964.PA0051 208964.PA0903 175 0 0 175
208964.PA0051 208964.PA1337 0 900 0 900
208964.PA0051 208964.PA4560 162 0 0 161
208964.PA0057 208964.PA3334 201 0 0 201
208964.PA0057 208964.PA1209 195 0 0 195
208964.PA0057 208964.PA2103 195 0 0 195
208964.PA0057 208964.PA3327 201 0 0 201
208964.PA0057 208964.PA5118 195 0 0 195
208964.PA0057 208964.PA2978 244 0 0 243
208964.PA0057 208964.PA4254 244 0 0 243
208964.PA0057 208964.PA3982 328 0 0 328
208964.PA0057 208964.PA5130 195 0 0 195
208964.PA0057 208964.PA0589 195 0 0 195
208964.PA0057 208964.PA1869 201 0 0 201
208964.PA0057 208964.PA2279 244 0 0 243
208964.PA0057 208964.PA2400 201 0 0 201
208964.PA0057 208964.PA4420 328 0 0 328
208964.PA0057 208964.PA2424 201 0 0 201
208964.PA0057 208964.PA2966 201 0 0 201
208964.PA0057 208964.PA3114 328 0 0 328
208964.PA0057 208964.PA3943 195 0 0 195
208964.PA0065 208964.PA0002 162 0 0 161
208964.PA0065 208964.PA0608 0 900 0 900
208964.PA0065 208964.PA1812 166 0 0 165
208964.PA0065 208964.PA2974 0 900 0 900
208964.PA0066 208964.PA4676 399 0 0 398
208964.PA0066 208964.PA0102 399 0 0 398
208964.PA0066 208964.PA2053 399 0 0 398
208964.PA0070 208964.PA5570 195 0 0 195
208964.PA0070 208964.PA4433 195 0 0 195
208964.PA0070 208964.PA4240 195 0 0 195
208964.PA0070 208964.PA2741 195 0 0 195
208964.PA0070 208964.PA4237 195 0 0 195
208964.PA0070 208964.PA4267 195 0 0 195
208964.PA0070 208964.PA4932 195 0 0 195
208964.PA0070 208964.PA0972 346 0 81 373
208964.PA0070 208964.PA4934 195 0 0 195
208964.PA0070 208964.PA3745 195 0 0 195
208964.PA0070 208964.PA4262 195 0 0 195
208964.PA0070 208964.PA4241 195 0 0 195
208964.PA0070 208964.PA4263 195 0 0 195
208964.PA0070 208964.PA4248 195 0 0 195
208964.PA0070 208964.PA4671 195 0 0 195
208964.PA0070 208964.PA0742 171 0 0 171
208964.PA0070 208964.PA4245 195 0 0 195
208964.PA0070 208964.PA3600 162 0 0 161
208964.PA0070 208964.PA4935 195 0 0 195
208964.PA0070 208964.PA4432 195 0 0 195
208964.PA0070 208964.PA4249 195 0 0 195
208964.PA0070 208964.PA2970 195 0 0 195
208964.PA0070 208964.PA4261 195 0 0 195
208964.PA0070 208964.PA1981 171 0 0 171
208964.PA0070 208964.PA4244 195 0 0 195
208964.PA0070 208964.PA4257 195 0 0 195
208964.PA0070 208964.PA4253 195 0 0 195
208964.PA0070 208964.PA5316 195 0 0 195
208964.PA0070 208964.PA3422 132 0 74 161
208964.PA0070 208964.PA5315 195 0 0 195
208964.PA0070 208964.PA4252 195 0 0 195
208964.PA0070 208964.PA4242 162 0 0 161
208964.PA0070 208964.PA1812 188 0 134 266
208964.PA0070 208964.PA4264 195 0 0 195
208964.PA0070 208964.PA4568 195 0 0 195
208964.PA0070 208964.PA4260 195 0 0 195
208964.PA0070 208964.PA4056 151 0 0 150
208964.PA0070 208964.PA3647 103 0 97 155
208964.PA0070 208964.PA4246 195 0 0 195
208964.PA0070 208964.PA4741 195 0 0 195
208964.PA0070 208964.PA4259 195 0 0 195
208964.PA0070 208964.PA0579 195 0 0 195
208964.PA0070 208964.PA4947 188 0 102 239
208964.PA0070 208964.PA1974 162 0 98 211
208964.PA0070 208964.PA2461 171 0 0 171
208964.PA0070 208964.PA4258 195 0 0 195
208964.PA0070 208964.PA4239 195 0 0 195
208964.PA0070 208964.PA4251 195 0 0 195
208964.PA0070 208964.PA3619 346 0 81 373
208964.PA0070 208964.PA4256 195 0 0 195
208964.PA0070 208964.PA4254 195 0 0 195
208964.PA0070 208964.PA4250 198 0 0 198
208964.PA0070 208964.PA3656 195 0 0 195
208964.PA0070 208964.PA4255 195 0 0 195
208964.PA0070 208964.PA2742 195 0 0 195
208964.PA0070 208964.PA3082 132 0 74 161
208964.PA0070 208964.PA4247 195 0 0 195
208964.PA0070 208964.PA3648 103 0 98 156
208964.PA0070 208964.PA3742 195 0 0 195
208964.PA0070 208964.PA4567 195 0 0 195
208964.PA0070 208964.PA4702 171 0 0 171
208964.PA0070 208964.PA3923 132 0 74 161
208964.PA0070 208964.PA4268 195 0 0 195
208964.PA0070 208964.PA4563 195 0 0 195
208964.PA0071 208964.PA0183 433 0 0 433
208964.PA0071 208964.PA0670 0 0 152 151
208964.PA0071 208964.PA0031 433 0 0 433
208964.PA0071 208964.PA2333 433 0 0 433
208964.PA0071 208964.PA0923 0 0 152 151
208964.PA0072 208964.PA3421 360 0 98 398
208964.PA0072 208964.PA3081 360 0 98 398
208964.PA0072 208964.PA4594 446 0 98 478
208964.PA0072 208964.PA4668 0 0 164 163
208964.PA0072 208964.PA0383 360 0 98 398
208964.PA0072 208964.PA0073 446 0 98 478
208964.PA0072 208964.PA2390 446 0 242 562
208964.PA0072 208964.PA4064 446 0 98 478
208964.PA0072 208964.PA2614 360 0 98 398
208964.PA0072 208964.PA2987 446 0 98 478
208964.PA0072 208964.PA3922 360 0 98 398
208964.PA0072 208964.PA3691 273 0 0 273
208964.PA0073 208964.PA4374 205 0 98 252
208964.PA0073 208964.PA0425 205 0 98 252
208964.PA0073 208964.PA3404 173 0 104 227
208964.PA0073 208964.PA4065 396 0 98 431
208964.PA0073 208964.PA0427 173 0 61 190
208964.PA0073 208964.PA1435 205 0 98 252
208964.PA0073 208964.PA2493 205 0 98 252
208964.PA0073 208964.PA1875 173 0 104 227
208964.PA0073 208964.PA2986 446 0 98 478
208964.PA0073 208964.PA0072 446 0 98 478
208964.PA0073 208964.PA2614 339 0 0 339
208964.PA0073 208964.PA0157 205 0 98 252
208964.PA0073 208964.PA4599 205 0 98 252
208964.PA0073 208964.PA4974 173 0 104 227
208964.PA0073 208964.PA4144 173 0 104 227
208964.PA0073 208964.PA1238 173 0 61 190
208964.PA0073 208964.PA4056 170 0 0 169
208964.PA0073 208964.PA1248 173 0 104 227
208964.PA0073 208964.PA4597 173 0 61 190
208964.PA0073 208964.PA2525 173 0 61 190
208964.PA0073 208964.PA2495 173 0 61 190
208964.PA0073 208964.PA4593 396 0 121 446
208964.PA0073 208964.PA1812 155 0 0 154
208964.PA0073 208964.PA3922 339 0 0 339
208964.PA0073 208964.PA3894 173 0 61 190
208964.PA0073 208964.PA2389 205 0 98 252
208964.PA0073 208964.PA4592 173 0 60 189
208964.PA0073 208964.PA3521 173 0 61 190
208964.PA0073 208964.PA2522 173 0 61 190
208964.PA0073 208964.PA3081 339 0 0 339
208964.PA0073 208964.PA2521 205 0 98 252
208964.PA0073 208964.PA0156 205 0 98 252
208964.PA0073 208964.PA4208 173 0 61 190
208964.PA0073 208964.PA3421 339 0 0 339
208964.PA0073 208964.PA3523 205 0 98 252
208964.PA0073 208964.PA2988 446 0 98 478
208964.PA0073 208964.PA4206 205 0 98 252
208964.PA0073 208964.PA2390 396 0 98 431
208964.PA0073 208964.PA2019 205 0 98 252
208964.PA0073 208964.PA0383 339 0 0 339
208964.PA0073 208964.PA2837 173 0 61 190
208964.PA0073 208964.PA5158 173 0 61 190
208964.PA0073 208964.PA2528 205 0 98 252
208964.PA0073 208964.PA3677 205 0 98 252
208964.PA0073 208964.PA2391 173 0 61 190
208964.PA0074 208964.PA1243 0 0 360 360
208964.PA0074 208964.PA3346 0 0 154 153
208964.PA0074 208964.PA1992 64 0 225 243
208964.PA0074 208964.PA2583 0 0 154 153
208964.PA0074 208964.PA5017 0 0 169 169
208964.PA0074 208964.PA4036 0 0 152 151
208964.PA0074 208964.PA1054 161 0 0 161
208964.PA0074 208964.PA0081 0 0 424 424
208964.PA0074 208964.PA1976 0 0 153 152
208964.PA0074 208964.PA3271 0 0 240 239
208964.PA0074 208964.PA3946 0 0 154 153
208964.PA0074 208964.PA1670 181 0 0 181
208964.PA0074 208964.PA2786 0 0 153 152
208964.PA0074 208964.PA0075 181 0 0 181
208964.PA0074 208964.PA1717 502 0 0 502
208964.PA0074 208964.PA4112 0 0 152 151
208964.PA0074 208964.PA1782 181 0 0 181
208964.PA0074 208964.PA0928 0 0 154 153
208964.PA0074 208964.PA3761 177 0 0 177
208964.PA0074 208964.PA2177 0 0 153 152
208964.PA0074 208964.PA0469 181 0 0 181
208964.PA0074 208964.PA3560 177 0 0 177
208964.PA0074 208964.PA1665 0 0 429 429
208964.PA0074 208964.PA0600 0 0 171 171
208964.PA0075 208964.PA2442 46 301 0 304
208964.PA0075 208964.PA5418 55 301 0 311
208964.PA0075 208964.PA3415 148 0 53 158
208964.PA0075 208964.PA2535 214 0 0 214
208964.PA0075 208964.PA0074 181 0 0 181
208964.PA0075 208964.PA4378 296 201 101 450
208964.PA0075 208964.PA4034 402 0 0 402
208964.PA0075 208964.PA3581 402 0 0 402
208964.PA0075 208964.PA3807 347 0 0 347
208964.PA0075 208964.PA5007 296 201 101 450
208964.PA0075 208964.PA4998 296 201 101 450
208964.PA0075 208964.PA4152 177 0 72 203
208964.PA0075 208964.PA4760 376 0 0 376
208964.PA0075 208964.PA1782 181 0 0 181
208964.PA0075 208964.PA2498 160 0 98 209
208964.PA0075 208964.PA4992 214 0 0 214
208964.PA0075 208964.PA1670 0 900 0 900
208964.PA0075 208964.PA1739 214 0 0 214
208964.PA0075 208964.PA4151 231 0 0 230
208964.PA0075 208964.PA2728 181 0 0 181
208964.PA0075 208964.PA2248 231 0 0 230
208964.PA0075 208964.PA1671 181 0 0 181
208964.PA0075 208964.PA1793 350 48 0 354
208964.PA0075 208964.PA4434 214 0 0 214
208964.PA0075 208964.PA2727 181 0 0 181
208964.PA0075 208964.PA4670 163 0 0 163
208964.PA0075 208964.PA1586 148 0 53 158
208964.PA0075 208964.PA1127 214 0 0 214
208964.PA0075 208964.PA3416 231 0 0 230
208964.PA0075 208964.PA3287 160 0 98 209
208964.PA0075 208964.PA2249 148 0 53 158
208964.PA0075 208964.PA4016 354 0 0 354
208964.PA0075 208964.PA5144 172 0 0 171
208964.PA0075 208964.PA5016 148 0 53 158
208964.PA0075 208964.PA5215 46 301 0 304
208964.PA0075 208964.PA1191 376 0 0 376
208964.PA0075 208964.PA3227 350 48 0 354
208964.PA0075 208964.PA3795 214 0 0 214
208964.PA0075 208964.PA4612 160 0 98 209
208964.PA0075 208964.PA4007 208 0 0 208
208964.PA0077 208964.PA4953 111 0 99 164
208964.PA0077 208964.PA0078 289 0 258 449
208964.PA0077 208964.PA2361 0 900 0 900
208964.PA0077 208964.PA1669 0 900 0 900
208964.PA0077 208964.PA1461 111 0 99 164
208964.PA0077 208964.PA1668 111 0 164 225
208964.PA0077 208964.PA2362 111 0 138 200
208964.PA0078 208964.PA1084 0 0 164 163
208964.PA0078 208964.PA2005 0 0 169 169
208964.PA0078 208964.PA0083 0 0 255 254
208964.PA0078 208964.PA0090 0 0 169 169
208964.PA0078 208964.PA2365 0 0 255 254
208964.PA0078 208964.PA0077 289 0 258 449
208964.PA0078 208964.PA3365 0 0 169 169
208964.PA0078 208964.PA1086 0 0 164 163
208964.PA0078 208964.PA0080 0 0 375 375
208964.PA0078 208964.PA3351 0 0 164 163
208964.PA0078 208964.PA4542 0 0 169 169
208964.PA0078 208964.PA2361 289 0 258 449
208964.PA0078 208964.PA3213 235 0 0 235
208964.PA0078 208964.PA1669 289 0 258 449
208964.PA0078 208964.PA1443 0 0 164 163
208964.PA0078 208964.PA1078 0 0 164 163
208964.PA0078 208964.PA4954 556 0 233 644
208964.PA0078 208964.PA1445 0 0 164 163
208964.PA0078 208964.PA2725 0 0 169 169
208964.PA0078 208964.PA1666 0 0 375 375
208964.PA0078 208964.PA1668 0 900 0 900
208964.PA0078 208964.PA1101 0 0 164 163
208964.PA0078 208964.PA1102 0 0 164 163
208964.PA0078 208964.PA1662 0 0 169 169
208964.PA0078 208964.PA1196 0 0 169 169
208964.PA0078 208964.PA1657 0 0 255 254
208964.PA0078 208964.PA2620 0 0 169 169
208964.PA0078 208964.PA1460 556 0 233 644
208964.PA0078 208964.PA1452 0 0 164 163
208964.PA0078 208964.PA2362 0 900 0 900
208964.PA0078 208964.PA4454 235 0 0 235
208964.PA0078 208964.PA1083 0 0 164 163
208964.PA0078 208964.PA2371 0 0 169 169
208964.PA0078 208964.PA0459 0 0 169 169
208964.PA0079 208964.PA1659 0 0 163 163
208964.PA0079 208964.PA1660 389 0 122 440
208964.PA0079 208964.PA0088 389 0 122 440
208964.PA0079 208964.PA0087 0 0 153 152
208964.PA0079 208964.PA2369 389 0 122 440
208964.PA0080 208964.PA0078 0 0 375 375
208964.PA0080 208964.PA1666 0 900 0 900
208964.PA0081 208964.PA0074 0 0 424 424
208964.PA0081 208964.PA1657 0 0 163 163
208964.PA0081 208964.PA0090 457 0 0 457
208964.PA0082 208964.PA2373 0 360 0 360
208964.PA0082 208964.PA5090 0 360 0 360
208964.PA0082 208964.PA0095 0 540 0 540
208964.PA0082 208964.PA0262 0 360 0 360
208964.PA0082 208964.PA5266 0 360 0 360
208964.PA0082 208964.PA0091 0 720 0 720
208964.PA0082 208964.PA3486 0 360 0 360
208964.PA0082 208964.PA1511 0 360 0 360
208964.PA0082 208964.PA2685 0 720 0 720
208964.PA0082 208964.PA3294 0 360 0 360
208964.PA0083 208964.PA0078 0 0 255 254
208964.PA0083 208964.PA0085 389 0 0 388
208964.PA0083 208964.PA1512 389 0 0 388
208964.PA0083 208964.PA1658 486 0 138 537
208964.PA0083 208964.PA0084 946 0 138 951
208964.PA0083 208964.PA5267 389 0 0 388
208964.PA0083 208964.PA0263 389 0 0 388
208964.PA0083 208964.PA0086 900 0 0 900
208964.PA0083 208964.PA2366 486 0 138 537
208964.PA0083 208964.PA2367 389 0 0 388
208964.PA0084 208964.PA0090 334 0 0 334
208964.PA0084 208964.PA1657 618 0 163 666
208964.PA0084 208964.PA1662 334 0 0 334
208964.PA0084 208964.PA2371 334 0 0 334
208964.PA0084 208964.PA0085 411 0 96 444
208964.PA0084 208964.PA2365 486 0 138 537
208964.PA0084 208964.PA4542 334 0 0 334
208964.PA0084 208964.PA1512 463 0 97 494
208964.PA0084 208964.PA2725 334 0 0 334
208964.PA0084 208964.PA2620 334 0 0 334
208964.PA0084 208964.PA0459 334 0 0 334
208964.PA0084 208964.PA2367 411 0 96 444
208964.PA0084 208964.PA3365 334 0 0 334
208964.PA0084 208964.PA0263 463 0 97 494
208964.PA0084 208964.PA5267 463 0 97 494
208964.PA0084 208964.PA0083 946 0 138 951
208964.PA0085 208964.PA2366 411 0 96 444
208964.PA0085 208964.PA2367 0 900 0 900
208964.PA0085 208964.PA0083 389 0 0 388
208964.PA0085 208964.PA2702 0 0 374 374
208964.PA0085 208964.PA0263 0 900 0 900
208964.PA0085 208964.PA1658 411 0 96 444
208964.PA0085 208964.PA0084 411 0 96 444
208964.PA0085 208964.PA1657 389 0 0 388
208964.PA0085 208964.PA2365 389 0 0 388
208964.PA0086 208964.PA0083 900 0 0 900
208964.PA0087 208964.PA0079 0 0 153 152
208964.PA0087 208964.PA4112 198 0 0 198
208964.PA0087 208964.PA0928 198 0 0 198
208964.PA0087 208964.PA1660 0 0 152 151
208964.PA0087 208964.PA1976 198 0 0 198
208964.PA0087 208964.PA3271 198 0 0 198
208964.PA0087 208964.PA3946 198 0 0 198
208964.PA0087 208964.PA0088 0 0 152 151
208964.PA0087 208964.PA3974 198 0 0 198
208964.PA0087 208964.PA1456 198 0 0 198
208964.PA0087 208964.PA3704 198 0 0 198
208964.PA0087 208964.PA0413 198 0 0 198
208964.PA0087 208964.PA2369 0 0 152 151
208964.PA0087 208964.PA3462 198 0 0 198
208964.PA0087 208964.PA2137 198 0 0 198
208964.PA0087 208964.PA1243 198 0 0 198
208964.PA0087 208964.PA2363 0 0 153 152
208964.PA0087 208964.PA0089 0 0 159 158
208964.PA0087 208964.PA2786 198 0 0 198
208964.PA0087 208964.PA1992 198 0 0 198
208964.PA0087 208964.PA1667 0 0 153 152
208964.PA0087 208964.PA4982 198 0 0 198
208964.PA0087 208964.PA1661 0 0 159 158
208964.PA0087 208964.PA2370 0 0 159 158
208964.PA0087 208964.PA2177 198 0 0 198
208964.PA0087 208964.PA2583 198 0 0 198
208964.PA0087 208964.PA3947 198 0 0 198
208964.PA0087 208964.PA2824 198 0 0 198
208964.PA0087 208964.PA0267 198 0 0 198
208964.PA0087 208964.PA1611 198 0 0 198
208964.PA0088 208964.PA2363 389 0 122 440
208964.PA0088 208964.PA0079 389 0 122 440
208964.PA0088 208964.PA1667 389 0 122 440
208964.PA0088 208964.PA1659 0 0 153 152
208964.PA0088 208964.PA0087 0 0 152 151
208964.PA0089 208964.PA1659 0 0 163 163
208964.PA0089 208964.PA0087 0 0 159 158
208964.PA0090 208964.PA3946 179 0 0 179
208964.PA0090 208964.PA0081 457 0 0 457
208964.PA0090 208964.PA2621 468 0 130 517
208964.PA0090 208964.PA4385 71 0 130 157
208964.PA0090 208964.PA4761 374 0 98 411
208964.PA0090 208964.PA2371 0 900 0 900
208964.PA0090 208964.PA4744 192 0 0 192
208964.PA0090 208964.PA2366 334 0 0 334
208964.PA0090 208964.PA3162 154 0 0 153
208964.PA0090 208964.PA0084 334 0 0 334
208964.PA0090 208964.PA3326 378 0 98 414
208964.PA0090 208964.PA0078 0 0 169 169
208964.PA0090 208964.PA1658 334 0 0 334
208964.PA0090 208964.PA1662 0 900 0 900
208964.PA0090 208964.PA1801 378 0 98 414
208964.PA0090 208964.PA4873 374 0 102 413
208964.PA0090 208964.PA1191 203 0 98 250
208964.PA0090 208964.PA4760 203 0 130 276
208964.PA0090 208964.PA2189 378 0 95 413
208964.PA0090 208964.PA3810 374 0 98 411
208964.PA0091 208964.PA3486 0 360 0 360
208964.PA0091 208964.PA0092 0 0 241 240
208964.PA0091 208964.PA2685 0 720 0 720
208964.PA0091 208964.PA0094 0 0 653 653
208964.PA0091 208964.PA1511 0 360 0 360
208964.PA0091 208964.PA3294 0 360 0 360
208964.PA0091 208964.PA3487 0 0 392 392
208964.PA0091 208964.PA0082 0 720 0 720
208964.PA0091 208964.PA2373 0 360 0 360
208964.PA0091 208964.PA0095 0 540 0 540
208964.PA0091 208964.PA5090 0 360 0 360
208964.PA0091 208964.PA5266 0 360 0 360
208964.PA0091 208964.PA0262 0 360 0 360
208964.PA0092 208964.PA0093 900 0 384 935
208964.PA0092 208964.PA0091 0 0 241 240
208964.PA0092 208964.PA4265 0 0 175 175
208964.PA0093 208964.PA0094 939 0 424 963
208964.PA0093 208964.PA0092 900 0 384 935
208964.PA0093 208964.PA4265 900 0 373 934
208964.PA0093 208964.PA4277 900 0 0 900
208964.PA0094 208964.PA0093 939 0 424 963
208964.PA0094 208964.PA3904 415 0 137 473
208964.PA0094 208964.PA2457 501 0 156 560
208964.PA0094 208964.PA0091 0 0 653 653
208964.PA0094 208964.PA3866 415 0 137 473
208964.PA0094 208964.PA2458 501 0 156 560
208964.PA0094 208964.PA1508 415 0 137 473
208964.PA0094 208964.PA0824 415 0 137 473
208964.PA0094 208964.PA1150 415 0 137 473
208964.PA0094 208964.PA2684 501 0 156 560
208964.PA0095 208964.PA2684 0 0 404 404
208964.PA0095 208964.PA3486 0 360 0 360
208964.PA0095 208964.PA0091 0 540 0 540
208964.PA0095 208964.PA3294 0 360 0 360
208964.PA0095 208964.PA0082 0 540 0 540
208964.PA0095 208964.PA1511 0 360 0 360
208964.PA0095 208964.PA2685 0 540 0 540
208964.PA0095 208964.PA0099 0 0 409 408
208964.PA0095 208964.PA5090 0 360 0 360
208964.PA0095 208964.PA2373 0 360 0 360
208964.PA0095 208964.PA5266 0 360 0 360
208964.PA0095 208964.PA0262 0 360 0 360
208964.PA0098 208964.PA3427 164 0 49 170
208964.PA0098 208964.PA3106 164 0 49 170
208964.PA0098 208964.PA2887 164 0 49 170
208964.PA0098 208964.PA0182 164 0 49 170
208964.PA0098 208964.PA5150 164 0 49 170
208964.PA0098 208964.PA3334 367 0 78 391
208964.PA0098 208964.PA2554 164 0 49 170
208964.PA0098 208964.PA1373 0 900 0 900
208964.PA0098 208964.PA2918 164 0 49 170
208964.PA0098 208964.PA4389 164 0 49 170
208964.PA0098 208964.PA2142 164 0 49 170
208964.PA0098 208964.PA2400 367 0 149 438
208964.PA0098 208964.PA1649 164 0 49 170
208964.PA0098 208964.PA4089 164 0 49 170
208964.PA0098 208964.PA1023 164 0 49 170
208964.PA0098 208964.PA3507 164 0 49 170
208964.PA0098 208964.PA3645 257 0 101 303
208964.PA0098 208964.PA1827 164 0 49 170
208964.PA0098 208964.PA1609 0 900 0 900
208964.PA0098 208964.PA1869 367 0 78 391
208964.PA0098 208964.PA3128 164 0 49 170
208964.PA0098 208964.PA2424 367 0 244 500
208964.PA0098 208964.PA1470 164 0 49 170
208964.PA0098 208964.PA2515 164 0 49 170
208964.PA0098 208964.PA2003 164 0 49 170
208964.PA0098 208964.PA3511 164 0 49 170
208964.PA0098 208964.PA4148 164 0 49 170
208964.PA0098 208964.PA3437 164 0 49 170
208964.PA0098 208964.PA1344 164 0 49 170
208964.PA0098 208964.PA3387 164 0 49 170
208964.PA0098 208964.PA4098 164 0 49 170
208964.PA0098 208964.PA3327 367 0 390 597
208964.PA0098 208964.PA1828 164 0 49 170
208964.PA0098 208964.PA4162 164 0 49 170
208964.PA0098 208964.PA2966 367 0 78 391
208964.PA0098 208964.PA1610 257 0 101 303
208964.PA0098 208964.PA2967 164 0 49 170
208964.PA0098 208964.PA1066 164 0 49 170
208964.PA0098 208964.PA4786 164 0 49 170
208964.PA0098 208964.PA3173 164 0 49 170
208964.PA0098 208964.PA5524 164 0 49 170
208964.PA0098 208964.PA5521 164 0 49 170
208964.PA0098 208964.PA5031 164 0 49 170
208964.PA0098 208964.PA2965 0 900 0 900
208964.PA0099 208964.PA2685 0 0 342 342
208964.PA0099 208964.PA0664 153 0 0 152
208964.PA0099 208964.PA0095 0 0 409 408
208964.PA0099 208964.PA3011 206 0 0 206
208964.PA0101 208964.PA3507 164 0 49 170
208964.PA0101 208964.PA2400 367 0 149 438
208964.PA0101 208964.PA4089 164 0 49 170
208964.PA0101 208964.PA1649 164 0 49 170
208964.PA0101 208964.PA4389 164 0 49 170
208964.PA0101 208964.PA2142 164 0 49 170
208964.PA0101 208964.PA1023 164 0 49 170
208964.PA0101 208964.PA1869 367 0 78 391
208964.PA0101 208964.PA3128 164 0 49 170
208964.PA0101 208964.PA3645 257 0 101 303
208964.PA0101 208964.PA1827 164 0 49 170
208964.PA0101 208964.PA2887 164 0 49 170
208964.PA0101 208964.PA3106 164 0 49 170
208964.PA0101 208964.PA3427 164 0 49 170
208964.PA0101 208964.PA2554 164 0 49 170
208964.PA0101 208964.PA2918 164 0 49 170
208964.PA0101 208964.PA0182 164 0 49 170
208964.PA0101 208964.PA3334 367 0 78 391
208964.PA0101 208964.PA5150 164 0 49 170
208964.PA0101 208964.PA2967 164 0 49 170
208964.PA0101 208964.PA1066 164 0 49 170
208964.PA0101 208964.PA4786 164 0 49 170
208964.PA0101 208964.PA3173 164 0 49 170
208964.PA0101 208964.PA4162 164 0 49 170
208964.PA0101 208964.PA2966 367 0 78 391
208964.PA0101 208964.PA1610 257 0 101 303
208964.PA0101 208964.PA5031 164 0 49 170
208964.PA0101 208964.PA5524 164 0 49 170
208964.PA0101 208964.PA5521 164 0 49 170
208964.PA0101 208964.PA2003 164 0 49 170
208964.PA0101 208964.PA3511 164 0 49 170
208964.PA0101 208964.PA4148 164 0 49 170
208964.PA0101 208964.PA2424 367 0 244 500
208964.PA0101 208964.PA1470 164 0 49 170
208964.PA0101 208964.PA2515 164 0 49 170
208964.PA0101 208964.PA4098 164 0 49 170
208964.PA0101 208964.PA3387 164 0 49 170
208964.PA0101 208964.PA3327 367 0 390 597
208964.PA0101 208964.PA1828 164 0 49 170
208964.PA0101 208964.PA1344 164 0 49 170
208964.PA0101 208964.PA3437 164 0 49 170
208964.PA0102 208964.PA3770 190 0 0 190
208964.PA0102 208964.PA2053 0 900 0 900
208964.PA0102 208964.PA5540 399 0 0 398
208964.PA0102 208964.PA0066 399 0 0 398
208964.PA0102 208964.PA3753 399 0 0 398
208964.PA0102 208964.PA4676 0 900 0 900
208964.PA0103 208964.PA1023 188 0 43 189
208964.PA0103 208964.PA2400 334 0 0 334
208964.PA0103 208964.PA1649 188 0 43 189
208964.PA0103 208964.PA4089 188 0 43 189
208964.PA0103 208964.PA4162 188 0 43 189
208964.PA0103 208964.PA2142 188 0 43 189
208964.PA0103 208964.PA4389 188 0 43 189
208964.PA0103 208964.PA2498 444 0 85 469
208964.PA0103 208964.PA2966 472 0 0 472
208964.PA0103 208964.PA4786 188 0 43 189
208964.PA0103 208964.PA3507 188 0 43 189
