protein1 protein2 combined_score
208964.PA4241 208964.PA1794 644
208964.PA4241 208964.PA0592 805
208964.PA4241 208964.PA0973 205
208964.PA4241 208964.PA4631 632
208964.PA4241 208964.PA3466 188
208964.PA4241 208964.PA3526 205
208964.PA4241 208964.PA3679 345
208964.PA4241 208964.PA1159 217
208964.PA4241 208964.PA1964 579
208964.PA4241 208964.PA3903 491
208964.PA4241 208964.PA0770 666
208964.PA4241 208964.PA0744 386
208964.PA4241 208964.PA3554 632
208964.PA4241 208964.PA5398 199
208964.PA4241 208964.PA4198 234
208964.PA4241 208964.PA4256 959
208964.PA4241 208964.PA5454 632
208964.PA4241 208964.PA2890 386
208964.PA4241 208964.PA4746 491
208964.PA4241 208964.PA4572 195
208964.PA4241 208964.PA4251 972
208964.PA4241 208964.PA3426 386
208964.PA4241 208964.PA4745 491
208964.PA4241 208964.PA4258 959
208964.PA4241 208964.PA4239 997
208964.PA4242 208964.PA4251 951
208964.PA4242 208964.PA2862 328
208964.PA4242 208964.PA3426 369
208964.PA4242 208964.PA4745 491
208964.PA4242 208964.PA4258 951
208964.PA4242 208964.PA4239 951
208964.PA4242 208964.PA5398 209
208964.PA4242 208964.PA4256 957
208964.PA4242 208964.PA3804 491
208964.PA4242 208964.PA2890 369
208964.PA4242 208964.PA5454 371
208964.PA4242 208964.PA2744 563
208964.PA4242 208964.PA3903 628
208964.PA4242 208964.PA0770 696
208964.PA4242 208964.PA1964 483
208964.PA4242 208964.PA0744 369
208964.PA4242 208964.PA3554 371
208964.PA4242 208964.PA1048 205
208964.PA4242 208964.PA4631 371
208964.PA4242 208964.PA0973 205
208964.PA4242 208964.PA3526 205
208964.PA4242 208964.PA2827 424
208964.PA4242 208964.PA1159 208
208964.PA4242 208964.PA4567 951
208964.PA4242 208964.PA3019 483
208964.PA4242 208964.PA4468 524
208964.PA4242 208964.PA4747 491
208964.PA4242 208964.PA3742 951
208964.PA4242 208964.PA1240 369
208964.PA4242 208964.PA3168 206
208964.PA4242 208964.PA4247 951
208964.PA4242 208964.PA4268 951
208964.PA4242 208964.PA1021 369
208964.PA4242 208964.PA4563 951
208964.PA4242 208964.PA3653 710
208964.PA4242 208964.PA4361 371
208964.PA4242 208964.PA1191 489
208964.PA4242 208964.PA1869 366
208964.PA4242 208964.PA4250 951
208964.PA4242 208964.PA3656 951
208964.PA4242 208964.PA2622 208
208964.PA4242 208964.PA4254 951
208964.PA4242 208964.PA3746 627
208964.PA4242 208964.PA2742 937
208964.PA4242 208964.PA4446 214
208964.PA4242 208964.PA4255 951
208964.PA4242 208964.PA1510 328
208964.PA4242 208964.PA0767 719
208964.PA4242 208964.PA4264 951
208964.PA4242 208964.PA1821 369
208964.PA4242 208964.PA5418 209
208964.PA4242 208964.PA4735 161
208964.PA4242 208964.PA2566 209
208964.PA4242 208964.PA0934 454
208964.PA4242 208964.PA1874 205
208964.PA4242 208964.PA2424 366
208964.PA4242 208964.PA4260 957
208964.PA4242 208964.PA4661 243
208964.PA4242 208964.PA4568 951
208964.PA4242 208964.PA4269 491
208964.PA4242 208964.PA5252 483
208964.PA4242 208964.PA4595 483
208964.PA4242 208964.PA5315 951
208964.PA4242 208964.PA1562 517
208964.PA4242 208964.PA4274 937
208964.PA4242 208964.PA1119 205
208964.PA4242 208964.PA4760 489
208964.PA4242 208964.PA4252 951
208964.PA4242 208964.PA1777 205
208964.PA4242 208964.PA2841 369
208964.PA4242 208964.PA4259 937
208964.PA4242 208964.PA3146 371
208964.PA4242 208964.PA4741 951
208964.PA4242 208964.PA5343 371
208964.PA4242 208964.PA0579 951
208964.PA4242 208964.PA4005 646
208964.PA4242 208964.PA1041 205
208964.PA4242 208964.PA1737 369
208964.PA4242 208964.PA1624 161
208964.PA4242 208964.PA5338 454
208964.PA4242 208964.PA4246 951
208964.PA4242 208964.PA0373 491
208964.PA4242 208964.PA4270 491
208964.PA4242 208964.PA4273 710
208964.PA4242 208964.PA0070 161
208964.PA4242 208964.PA2927 328
208964.PA4242 208964.PA5275 424
208964.PA4242 208964.PA4432 951
208964.PA4242 208964.PA4751 608
208964.PA4242 208964.PA4463 719
208964.PA4242 208964.PA4665 681
208964.PA4242 208964.PA4935 951
208964.PA4242 208964.PA1538 328
208964.PA4242 208964.PA3600 900
208964.PA4242 208964.PA0833 205
208964.PA4242 208964.PA2970 951
208964.PA4242 208964.PA1748 369
208964.PA4242 208964.PA4403 491
208964.PA4242 208964.PA4330 369
208964.PA4242 208964.PA2900 205
208964.PA4242 208964.PA4272 937
208964.PA4242 208964.PA2851 796
208964.PA4242 208964.PA2013 369
208964.PA4242 208964.PA4249 951
208964.PA4242 208964.PA0017 256
208964.PA4242 208964.PA5393 328
208964.PA4242 208964.PA4752 345
208964.PA4242 208964.PA4277 556
208964.PA4242 208964.PA4263 951
208964.PA4242 208964.PA4248 979
208964.PA4242 208964.PA4271 710
208964.PA4242 208964.PA4243 491
208964.PA4242 208964.PA5183 161
208964.PA4242 208964.PA4366 524
208964.PA4242 208964.PA4671 951
208964.PA4242 208964.PA4245 951
208964.PA4242 208964.PA4266 611
208964.PA4242 208964.PA3049 491
208964.PA4242 208964.PA3334 366
208964.PA4242 208964.PA1578 424
208964.PA4242 208964.PA1425 483
208964.PA4242 208964.PA5316 951
208964.PA4242 208964.PA3014 369
208964.PA4242 208964.PA4943 685
208964.PA4242 208964.PA4964 171
208964.PA4242 208964.PA4340 205
208964.PA4242 208964.PA1675 491
208964.PA4242 208964.PA1960 169
208964.PA4242 208964.PA2400 366
208964.PA4242 208964.PA4807 491
208964.PA4242 208964.PA1208 328
208964.PA4242 208964.PA1800 491
208964.PA4242 208964.PA3266 208
208964.PA4242 208964.PA3337 371
208964.PA4242 208964.PA4986 209
208964.PA4242 208964.PA2071 611
208964.PA4242 208964.PA2122 694
208964.PA4242 208964.PA5195 627
208964.PA4242 208964.PA4261 951
208964.PA4242 208964.PA1178 328
208964.PA4242 208964.PA4257 951
208964.PA4242 208964.PA4244 951
208964.PA4242 208964.PA0961 208
208964.PA4242 208964.PA4253 960
208964.PA4242 208964.PA1266 209
208964.PA4242 208964.PA3591 369
208964.PA4242 208964.PA4409 491
208964.PA4242 208964.PA2548 161
208964.PA4242 208964.PA4068 371
208964.PA4242 208964.PA4240 951
208964.PA4242 208964.PA4433 959
208964.PA4242 208964.PA4238 491
208964.PA4242 208964.PA5470 611
208964.PA4242 208964.PA5570 951
208964.PA4242 208964.PA3868 556
208964.PA4242 208964.PA4744 880
208964.PA4242 208964.PA4237 951
208964.PA4242 208964.PA1629 369
208964.PA4242 208964.PA2741 960
208964.PA4242 208964.PA4267 951
208964.PA4242 208964.PA2194 209
208964.PA4242 208964.PA0019 611
208964.PA4242 208964.PA3807 560
208964.PA4242 208964.PA1034 328
208964.PA4242 208964.PA4768 685
208964.PA4242 208964.PA0431 454
208964.PA4242 208964.PA0766 214
208964.PA4242 208964.PA5568 367
208964.PA4242 208964.PA5049 951
208964.PA4242 208964.PA3327 366
208964.PA4242 208964.PA0868 534
208964.PA4242 208964.PA0456 208
208964.PA4242 208964.PA3162 628
208964.PA4242 208964.PA4813 328
208964.PA4242 208964.PA4265 556
208964.PA4242 208964.PA2097 328
208964.PA4242 208964.PA3990 525
208964.PA4242 208964.PA4262 951
208964.PA4242 208964.PA0794 517
208964.PA4242 208964.PA4980 369
208964.PA4242 208964.PA2345 209
208964.PA4242 208964.PA4275 491
208964.PA4242 208964.PA2966 366
208964.PA4242 208964.PA4241 951
208964.PA4242 208964.PA1122 611
208964.PA4242 208964.PA3701 611
208964.PA4242 208964.PA5337 491
208964.PA4242 208964.PA0555 424
208964.PA4242 208964.PA4932 951
208964.PA4242 208964.PA3692 205
208964.PA4242 208964.PA3601 622
208964.PA4242 208964.PA4276 491
208964.PA4242 208964.PA2767 369
208964.PA4242 208964.PA3745 951
208964.PA4242 208964.PA0745 369
208964.PA4242 208964.PA4566 597
208964.PA4242 208964.PA4934 951
208964.PA4243 208964.PA4260 806
208964.PA4243 208964.PA4661 173
208964.PA4243 208964.PA4568 491
208964.PA4243 208964.PA4267 805
208964.PA4243 208964.PA4237 491
208964.PA4243 208964.PA0768 224
208964.PA4243 208964.PA2741 491
208964.PA4243 208964.PA5570 491
208964.PA4243 208964.PA4264 805
208964.PA4243 208964.PA0657 239
208964.PA4243 208964.PA4068 357
208964.PA4243 208964.PA4240 805
208964.PA4243 208964.PA4433 806
208964.PA4243 208964.PA1303 224
208964.PA4243 208964.PA1242 382
208964.PA4243 208964.PA4242 491
208964.PA4243 208964.PA4252 806
208964.PA4243 208964.PA4760 242
208964.PA4243 208964.PA4274 805
208964.PA4243 208964.PA5568 975
208964.PA4243 208964.PA5315 491
208964.PA4243 208964.PA1034 702
208964.PA4243 208964.PA3822 932
208964.PA4243 208964.PA4241 805
208964.PA4243 208964.PA0579 491
208964.PA4243 208964.PA5128 932
208964.PA4243 208964.PA5343 357
208964.PA4243 208964.PA4262 806
208964.PA4243 208964.PA4259 805
208964.PA4243 208964.PA4724 617
208964.PA4243 208964.PA3146 357
208964.PA4243 208964.PA4741 805
208964.PA4243 208964.PA4273 793
208964.PA4243 208964.PA4934 491
208964.PA4243 208964.PA3810 340
208964.PA4243 208964.PA3745 491
208964.PA4243 208964.PA4246 805
208964.PA4243 208964.PA0373 965
208964.PA4243 208964.PA3821 766
208964.PA4243 208964.PA4276 996
208964.PA4243 208964.PA4932 491
208964.PA4243 208964.PA4249 805
208964.PA4243 208964.PA4545 241
208964.PA4243 208964.PA0110 491
208964.PA4243 208964.PA4272 805
208964.PA4243 208964.PA5454 357
208964.PA4243 208964.PA3134 617
208964.PA4243 208964.PA4256 806
208964.PA4243 208964.PA4403 974
208964.PA4243 208964.PA2970 491
208964.PA4243 208964.PA1440 241
208964.PA4243 208964.PA4935 491
208964.PA4243 208964.PA4258 806
208964.PA4243 208964.PA4239 805
208964.PA4243 208964.PA3600 367
208964.PA4243 208964.PA4251 806
208964.PA4243 208964.PA4432 491
208964.PA4243 208964.PA3820 767
208964.PA4243 208964.PA4631 357
208964.PA4243 208964.PA1794 617
208964.PA4243 208964.PA4245 805
208964.PA4243 208964.PA4873 289
208964.PA4243 208964.PA4671 491
208964.PA4243 208964.PA3554 357
208964.PA4243 208964.PA4263 806
208964.PA4243 208964.PA4248 806
208964.PA4243 208964.PA3535 382
208964.PA4243 208964.PA4361 357
208964.PA4243 208964.PA3337 357
208964.PA4243 208964.PA1191 224
208964.PA4243 208964.PA1865 382
208964.PA4243 208964.PA4761 340
208964.PA4243 208964.PA4563 491
208964.PA4243 208964.PA4268 805
208964.PA4243 208964.PA3742 491
208964.PA4243 208964.PA4247 806
208964.PA4243 208964.PA4747 996
208964.PA4243 208964.PA4567 491
208964.PA4243 208964.PA5316 491
208964.PA4243 208964.PA4718 645
208964.PA4243 208964.PA4409 653
208964.PA4243 208964.PA4255 806
208964.PA4243 208964.PA4253 870
208964.PA4243 208964.PA4257 805
208964.PA4243 208964.PA3011 278
208964.PA4243 208964.PA1178 190
208964.PA4243 208964.PA4244 805
208964.PA4243 208964.PA3746 948
208964.PA4243 208964.PA2742 491
208964.PA4243 208964.PA4254 805
208964.PA4243 208964.PA4261 806
208964.PA4243 208964.PA3656 805
208964.PA4243 208964.PA4250 805
208964.PA4244 208964.PA4403 491
208964.PA4244 208964.PA4330 422
208964.PA4244 208964.PA2970 959
208964.PA4244 208964.PA3860 485
208964.PA4244 208964.PA1748 422
208964.PA4244 208964.PA2013 422
208964.PA4244 208964.PA4249 959
208964.PA4244 208964.PA5393 328
208964.PA4244 208964.PA0017 727
208964.PA4244 208964.PA2900 205
208964.PA4244 208964.PA5566 317
208964.PA4244 208964.PA4272 991
208964.PA4244 208964.PA2851 806
208964.PA4244 208964.PA3134 798
208964.PA4244 208964.PA4463 806
208964.PA4244 208964.PA4665 806
208964.PA4244 208964.PA5275 424
208964.PA4244 208964.PA2893 485
208964.PA4244 208964.PA4751 804
208964.PA4244 208964.PA4432 959
208964.PA4244 208964.PA4935 959
208964.PA4244 208964.PA1538 328
208964.PA4244 208964.PA3600 699
208964.PA4244 208964.PA3262 229
208964.PA4244 208964.PA0833 205
208964.PA4244 208964.PA4245 992
208964.PA4244 208964.PA4266 710
208964.PA4244 208964.PA1578 424
208964.PA4244 208964.PA3049 491
208964.PA4244 208964.PA3334 539
208964.PA4244 208964.PA5130 443
208964.PA4244 208964.PA4277 644
208964.PA4244 208964.PA2043 584
208964.PA4244 208964.PA4752 759
208964.PA4244 208964.PA3982 664
208964.PA4244 208964.PA3331 400
208964.PA4244 208964.PA4671 959
208964.PA4244 208964.PA4263 991
208964.PA4244 208964.PA4248 988
208964.PA4244 208964.PA5118 443
208964.PA4244 208964.PA4271 870
208964.PA4244 208964.PA4243 805
208964.PA4244 208964.PA4366 689
208964.PA4244 208964.PA5183 195
208964.PA4244 208964.PA4807 678
208964.PA4244 208964.PA3861 517
208964.PA4244 208964.PA2400 539
208964.PA4244 208964.PA1800 631
208964.PA4244 208964.PA3266 288
208964.PA4244 208964.PA4986 209
208964.PA4244 208964.PA3337 512
208964.PA4244 208964.PA4761 365
208964.PA4244 208964.PA1208 328
208964.PA4244 208964.PA1425 579
208964.PA4244 208964.PA5316 959
208964.PA4244 208964.PA3014 422
208964.PA4244 208964.PA4943 805
208964.PA4244 208964.PA2475 400
208964.PA4244 208964.PA1960 288
208964.PA4244 208964.PA4340 205
208964.PA4244 208964.PA1675 491
208964.PA4244 208964.PA4329 689
208964.PA4244 208964.PA0961 288
208964.PA4244 208964.PA4253 977
208964.PA4244 208964.PA1266 209
208964.PA4244 208964.PA4257 959
208964.PA4244 208964.PA1178 424
208964.PA4244 208964.PA1296 382
208964.PA4244 208964.PA4409 491
208964.PA4244 208964.PA2548 195
208964.PA4244 208964.PA3591 422
208964.PA4244 208964.PA4544 584
208964.PA4244 208964.PA2071 710
208964.PA4244 208964.PA2975 584
208964.PA4244 208964.PA4261 987
208964.PA4244 208964.PA3300 485
208964.PA4244 208964.PA2122 806
208964.PA4244 208964.PA5195 792
208964.PA4244 208964.PA3246 584
208964.PA4244 208964.PA4267 972
208964.PA4244 208964.PA4237 959
208964.PA4244 208964.PA1629 422
208964.PA4244 208964.PA2741 959
208964.PA4244 208964.PA2194 209
208964.PA4244 208964.PA0019 611
208964.PA4244 208964.PA4068 512
208964.PA4244 208964.PA4240 959
208964.PA4244 208964.PA4433 988
208964.PA4244 208964.PA5570 959
208964.PA4244 208964.PA5470 637
208964.PA4244 208964.PA4744 959
208964.PA4244 208964.PA3868 644
208964.PA4244 208964.PA4238 502
208964.PA4244 208964.PA4813 328
208964.PA4244 208964.PA3162 805
208964.PA4244 208964.PA2097 328
208964.PA4244 208964.PA4265 644
208964.PA4244 208964.PA1215 485
208964.PA4244 208964.PA4768 806
208964.PA4244 208964.PA0431 624
208964.PA4244 208964.PA3807 640
208964.PA4244 208964.PA2557 485
208964.PA4244 208964.PA1034 424
208964.PA4244 208964.PA0868 637
208964.PA4244 208964.PA0456 288
208964.PA4244 208964.PA0766 190
208964.PA4244 208964.PA5568 234
208964.PA4244 208964.PA5049 951
208964.PA4244 208964.PA3327 539
208964.PA4244 208964.PA2966 539
208964.PA4244 208964.PA4275 491
208964.PA4244 208964.PA3701 637
208964.PA4244 208964.PA5337 491
208964.PA4244 208964.PA0555 424
208964.PA4244 208964.PA4241 959
208964.PA4244 208964.PA1122 611
208964.PA4244 208964.PA4724 798
208964.PA4244 208964.PA3990 719
208964.PA4244 208964.PA0794 570
208964.PA4244 208964.PA4980 422
208964.PA4244 208964.PA2345 209
208964.PA4244 208964.PA4262 989
208964.PA4244 208964.PA1793 625
208964.PA4244 208964.PA5254 229
208964.PA4244 208964.PA3745 959
208964.PA4244 208964.PA2767 422
208964.PA4244 208964.PA2268 192
208964.PA4244 208964.PA4934 959
208964.PA4244 208964.PA0745 422
208964.PA4244 208964.PA4566 673
208964.PA4244 208964.PA3601 699
208964.PA4244 208964.PA3692 205
208964.PA4244 208964.PA2840 517
208964.PA4244 208964.PA4932 972
208964.PA4244 208964.PA5567 681
208964.PA4244 208964.PA4276 491
208964.PA4244 208964.PA4256 980
208964.PA4244 208964.PA3804 491
208964.PA4244 208964.PA4198 485
208964.PA4244 208964.PA5398 209
208964.PA4244 208964.PA4572 229
208964.PA4244 208964.PA2890 422
208964.PA4244 208964.PA5454 512
208964.PA4244 208964.PA3943 443
208964.PA4244 208964.PA2862 328
208964.PA4244 208964.PA4251 977
208964.PA4244 208964.PA4745 519
208964.PA4244 208964.PA4239 959
208964.PA4244 208964.PA4258 991
208964.PA4244 208964.PA3426 422
208964.PA4244 208964.PA4631 512
208964.PA4244 208964.PA0973 205
208964.PA4244 208964.PA1794 798
208964.PA4244 208964.PA1048 205
208964.PA4244 208964.PA4873 365
208964.PA4244 208964.PA1159 288
208964.PA4244 208964.PA3679 400
208964.PA4244 208964.PA3526 205
208964.PA4244 208964.PA3466 517
208964.PA4244 208964.PA2827 424
208964.PA4244 208964.PA2744 806
208964.PA4244 208964.PA0744 422
208964.PA4244 208964.PA3554 512
208964.PA4244 208964.PA3903 695
208964.PA4244 208964.PA0770 806
208964.PA4244 208964.PA1964 579
208964.PA4244 208964.PA1021 422
208964.PA4244 208964.PA4563 959
208964.PA4244 208964.PA4268 959
208964.PA4244 208964.PA2539 243
208964.PA4244 208964.PA4361 512
208964.PA4244 208964.PA4936 805
208964.PA4244 208964.PA1191 692
208964.PA4244 208964.PA3653 806
208964.PA4244 208964.PA3227 625
208964.PA4244 208964.PA3019 579
208964.PA4244 208964.PA4468 689
208964.PA4244 208964.PA4567 959
208964.PA4244 208964.PA0455 517
208964.PA4244 208964.PA0316 382
208964.PA4244 208964.PA1240 422
208964.PA4244 208964.PA3742 959
208964.PA4244 208964.PA4247 990
208964.PA4244 208964.PA4747 491
208964.PA4244 208964.PA2748 557
208964.PA4244 208964.PA4446 190
208964.PA4244 208964.PA3746 806
208964.PA4244 208964.PA2742 979
208964.PA4244 208964.PA5492 713
208964.PA4244 208964.PA4255 985
208964.PA4244 208964.PA4473 491
208964.PA4244 208964.PA1869 539
208964.PA4244 208964.PA4250 959
208964.PA4244 208964.PA2622 288
208964.PA4244 208964.PA0589 443
208964.PA4244 208964.PA3656 959
208964.PA4244 208964.PA4254 959
208964.PA4244 208964.PA2424 850
208964.PA4244 208964.PA0934 624
208964.PA4244 208964.PA1874 205
208964.PA4244 208964.PA5252 579
208964.PA4244 208964.PA4269 497
208964.PA4244 208964.PA3637 192
208964.PA4244 208964.PA4260 976
208964.PA4244 208964.PA4661 367
208964.PA4244 208964.PA4568 979
208964.PA4244 208964.PA0767 806
208964.PA4244 208964.PA1510 328
208964.PA4244 208964.PA5418 209
208964.PA4244 208964.PA4735 195
208964.PA4244 208964.PA3950 517
208964.PA4244 208964.PA2566 209
208964.PA4244 208964.PA4264 972
208964.PA4244 208964.PA0657 290
208964.PA4244 208964.PA1498 689
208964.PA4244 208964.PA1821 422
208964.PA4244 208964.PA4242 951
208964.PA4244 208964.PA4252 966
208964.PA4244 208964.PA1777 205
208964.PA4244 208964.PA1119 205
208964.PA4244 208964.PA4760 692
208964.PA4244 208964.PA3657 557
208964.PA4244 208964.PA1209 443
208964.PA4244 208964.PA3626 713
208964.PA4244 208964.PA3717 229
208964.PA4244 208964.PA1562 570
208964.PA4244 208964.PA4595 579
208964.PA4244 208964.PA5315 959
208964.PA4244 208964.PA0344 681
208964.PA4244 208964.PA4274 976
208964.PA4244 208964.PA3924 485
208964.PA4244 208964.PA0579 959
208964.PA4244 208964.PA4005 806
208964.PA4244 208964.PA4259 959
208964.PA4244 208964.PA3146 512
208964.PA4244 208964.PA4741 959
208964.PA4244 208964.PA2841 422
208964.PA4244 208964.PA1294 424
208964.PA4244 208964.PA5343 512
208964.PA4244 208964.PA4270 672
208964.PA4244 208964.PA2103 443
208964.PA4244 208964.PA4246 971
208964.PA4244 208964.PA5338 624
208964.PA4244 208964.PA0373 805
208964.PA4244 208964.PA4273 897
208964.PA4244 208964.PA0428 517
208964.PA4244 208964.PA0070 195
208964.PA4244 208964.PA2927 328
208964.PA4244 208964.PA3299 485
208964.PA4244 208964.PA3810 365
208964.PA4244 208964.PA1737 422
208964.PA4244 208964.PA1041 205
208964.PA4244 208964.PA1375 382
208964.PA4244 208964.PA1624 195
208964.PA4245 208964.PA4263 987
208964.PA4245 208964.PA4248 993
208964.PA4245 208964.PA3287 151
208964.PA4245 208964.PA3903 491
208964.PA4245 208964.PA1964 579
208964.PA4245 208964.PA5183 195
208964.PA4245 208964.PA4271 806
208964.PA4245 208964.PA4243 805
208964.PA4245 208964.PA4671 968
208964.PA4245 208964.PA3554 508
208964.PA4245 208964.PA4752 658
208964.PA4245 208964.PA2043 243
208964.PA4245 208964.PA4277 638
208964.PA4245 208964.PA3526 205
208964.PA4245 208964.PA3049 491
208964.PA4245 208964.PA3466 463
208964.PA4245 208964.PA1159 299
208964.PA4245 208964.PA1794 804
208964.PA4245 208964.PA4266 710
208964.PA4245 208964.PA4873 378
208964.PA4245 208964.PA1048 205
208964.PA4245 208964.PA4631 508
208964.PA4245 208964.PA0973 205
208964.PA4245 208964.PA4258 995
208964.PA4245 208964.PA4239 972
208964.PA4245 208964.PA4935 959
208964.PA4245 208964.PA4745 491
208964.PA4245 208964.PA0833 205
208964.PA4245 208964.PA3262 195
208964.PA4245 208964.PA3600 699
208964.PA4245 208964.PA4432 959
208964.PA4245 208964.PA4251 984
208964.PA4245 208964.PA2619 195
208964.PA4245 208964.PA4463 806
208964.PA4245 208964.PA4665 757
208964.PA4245 208964.PA2900 205
208964.PA4245 208964.PA5566 214
208964.PA4245 208964.PA3134 804
208964.PA4245 208964.PA2851 806
208964.PA4245 208964.PA4272 994
208964.PA4245 208964.PA5454 508
208964.PA4245 208964.PA4572 195
208964.PA4245 208964.PA4249 959
208964.PA4245 208964.PA0017 686
208964.PA4245 208964.PA2970 972
208964.PA4245 208964.PA3804 491
208964.PA4245 208964.PA4403 491
208964.PA4245 208964.PA4256 977
208964.PA4245 208964.PA4612 151
208964.PA4245 208964.PA5195 792
208964.PA4245 208964.PA4261 994
208964.PA4245 208964.PA2975 243
208964.PA4245 208964.PA4254 972
208964.PA4245 208964.PA2071 710
208964.PA4245 208964.PA2622 299
208964.PA4245 208964.PA3656 959
208964.PA4245 208964.PA4250 959
208964.PA4245 208964.PA4544 491
208964.PA4245 208964.PA4473 491
208964.PA4245 208964.PA4409 491
208964.PA4245 208964.PA4255 990
208964.PA4245 208964.PA2548 195
208964.PA4245 208964.PA3746 806
208964.PA4245 208964.PA4244 992
208964.PA4245 208964.PA1178 424
208964.PA4245 208964.PA4257 959
208964.PA4245 208964.PA2742 959
208964.PA4245 208964.PA4253 984
208964.PA4245 208964.PA0961 299
208964.PA4245 208964.PA4329 692
208964.PA4245 208964.PA4340 205
208964.PA4245 208964.PA4747 491
208964.PA4245 208964.PA1675 491
208964.PA4245 208964.PA2748 666
208964.PA4245 208964.PA1960 299
208964.PA4245 208964.PA4247 997
208964.PA4245 208964.PA3742 959
208964.PA4245 208964.PA5316 959
208964.PA4245 208964.PA0455 463
208964.PA4245 208964.PA1425 579
208964.PA4245 208964.PA4567 959
208964.PA4245 208964.PA4943 792
208964.PA4245 208964.PA3019 579
208964.PA4245 208964.PA3653 792
208964.PA4245 208964.PA4761 378
208964.PA4245 208964.PA4361 508
208964.PA4245 208964.PA3266 299
208964.PA4245 208964.PA2539 276
208964.PA4245 208964.PA1800 491
208964.PA4245 208964.PA3337 508
208964.PA4245 208964.PA4268 959
208964.PA4245 208964.PA4807 684
208964.PA4245 208964.PA4840 195
208964.PA4245 208964.PA4563 959
208964.PA4245 208964.PA3861 463
208964.PA4245 208964.PA3297 204
208964.PA4245 208964.PA4274 977
208964.PA4245 208964.PA5049 951
208964.PA4245 208964.PA0456 299
208964.PA4245 208964.PA0868 504
208964.PA4245 208964.PA5315 959
208964.PA4245 208964.PA4595 579
208964.PA4245 208964.PA1034 424
208964.PA4245 208964.PA4768 806
208964.PA4245 208964.PA0431 547
208964.PA4245 208964.PA4265 638
208964.PA4245 208964.PA3717 195
208964.PA4245 208964.PA3657 666
208964.PA4245 208964.PA1119 205
208964.PA4245 208964.PA3162 694
208964.PA4245 208964.PA4242 951
208964.PA4245 208964.PA4252 991
208964.PA4245 208964.PA1777 205
208964.PA4245 208964.PA0657 234
208964.PA4245 208964.PA4264 959
208964.PA4245 208964.PA4238 582
208964.PA4245 208964.PA1498 692
208964.PA4245 208964.PA3961 204
208964.PA4245 208964.PA5570 959
208964.PA4245 208964.PA5470 611
208964.PA4245 208964.PA3950 463
208964.PA4245 208964.PA3868 638
208964.PA4245 208964.PA4735 195
208964.PA4245 208964.PA4744 959
208964.PA4245 208964.PA4068 508
208964.PA4245 208964.PA4433 987
208964.PA4245 208964.PA4240 959
208964.PA4245 208964.PA0767 806
208964.PA4245 208964.PA4661 367
208964.PA4245 208964.PA4260 983
208964.PA4245 208964.PA0019 611
208964.PA4245 208964.PA4568 959
208964.PA4245 208964.PA3637 541
208964.PA4245 208964.PA4269 544
208964.PA4245 208964.PA5252 579
208964.PA4245 208964.PA0934 547
208964.PA4245 208964.PA4237 959
208964.PA4245 208964.PA1874 205
208964.PA4245 208964.PA2741 959
208964.PA4245 208964.PA3246 243
208964.PA4245 208964.PA4267 959
208964.PA4245 208964.PA1624 195
208964.PA4245 208964.PA4276 491
208964.PA4245 208964.PA1041 205
208964.PA4245 208964.PA4932 959
208964.PA4245 208964.PA2840 463
208964.PA4245 208964.PA3692 205
208964.PA4245 208964.PA3601 699
208964.PA4245 208964.PA3810 378
208964.PA4245 208964.PA4566 546
208964.PA4245 208964.PA0428 463
208964.PA4245 208964.PA2268 541
208964.PA4245 208964.PA4273 944
208964.PA4245 208964.PA4934 959
208964.PA4245 208964.PA0070 195
208964.PA4245 208964.PA4246 959
208964.PA4245 208964.PA5338 547
208964.PA4245 208964.PA0373 805
208964.PA4245 208964.PA4270 569
208964.PA4245 208964.PA3745 959
208964.PA4245 208964.PA5254 195
208964.PA4245 208964.PA4262 988
208964.PA4245 208964.PA5343 508
208964.PA4245 208964.PA1294 382
208964.PA4245 208964.PA4724 804
208964.PA4245 208964.PA4259 972
208964.PA4245 208964.PA3990 719
208964.PA4245 208964.PA4741 959
208964.PA4245 208964.PA3146 508
208964.PA4245 208964.PA4005 792
208964.PA4245 208964.PA1122 611
208964.PA4245 208964.PA4241 959
208964.PA4245 208964.PA5337 491
208964.PA4245 208964.PA3272 195
208964.PA4245 208964.PA3701 611
208964.PA4245 208964.PA4275 491
208964.PA4245 208964.PA0579 959
208964.PA4245 208964.PA2498 151
208964.PA4246 208964.PA4572 237
208964.PA4246 208964.PA4746 506
208964.PA4246 208964.PA2890 426
208964.PA4246 208964.PA5454 662
208964.PA4246 208964.PA4256 959
208964.PA4246 208964.PA4198 347
208964.PA4246 208964.PA5398 331
208964.PA4246 208964.PA4745 502
208964.PA4246 208964.PA4239 998
208964.PA4246 208964.PA4258 959
208964.PA4246 208964.PA3426 426
208964.PA4246 208964.PA2862 328
208964.PA4246 208964.PA0963 358
208964.PA4246 208964.PA3798 202
208964.PA4246 208964.PA4251 972
208964.PA4246 208964.PA1159 334
208964.PA4246 208964.PA3679 382
208964.PA4246 208964.PA3526 205
208964.PA4246 208964.PA3466 546
208964.PA4246 208964.PA2827 424
208964.PA4246 208964.PA4631 662
208964.PA4246 208964.PA0973 205
208964.PA4246 208964.PA0592 805
208964.PA4246 208964.PA1794 688
208964.PA4246 208964.PA1048 205
208964.PA4246 208964.PA4873 408
208964.PA4246 208964.PA0744 426
208964.PA4246 208964.PA3554 694
208964.PA4246 208964.PA3903 491
208964.PA4246 208964.PA0770 806
