protein1 protein2 combined_score
208964.PA2890 208964.PA2741 366
208964.PA2890 208964.PA4237 428
208964.PA2890 208964.PA4267 403
208964.PA2890 208964.PA1181 186
208964.PA2890 208964.PA0861 186
208964.PA2890 208964.PA0930 181
208964.PA2890 208964.PA2097 186
208964.PA2890 208964.PA4813 186
208964.PA2890 208964.PA1438 181
208964.PA2890 208964.PA1736 323
208964.PA2890 208964.PA0285 186
208964.PA2890 208964.PA3742 404
208964.PA2890 208964.PA4567 420
208964.PA2890 208964.PA4468 359
208964.PA2890 208964.PA1180 181
208964.PA2890 208964.PA1191 321
208964.PA2890 208964.PA3974 509
208964.PA2890 208964.PA4361 210
208964.PA2890 208964.PA4856 181
208964.PA2890 208964.PA1423 187
208964.PA2890 208964.PA4268 384
208964.PA2890 208964.PA4102 181
208964.PA2890 208964.PA1021 372
208964.PA2890 208964.PA4982 509
208964.PA2890 208964.PA4254 396
208964.PA2890 208964.PA1243 522
208964.PA2890 208964.PA3078 181
208964.PA2890 208964.PA4250 386
208964.PA2890 208964.PA3656 424
208964.PA2890 208964.PA3013 323
208964.PA2890 208964.PA2553 323
208964.PA2890 208964.PA0847 186
208964.PA2890 208964.PA3191 181
208964.PA2890 208964.PA4785 323
208964.PA2890 208964.PA2656 181
208964.PA2890 208964.PA2771 186
208964.PA2890 208964.PA4239 375
208964.PA2890 208964.PA4258 420
208964.PA2890 208964.PA4251 354
208964.PA2890 208964.PA2862 186
208964.PA2890 208964.PA5454 210
208964.PA2890 208964.PA0413 202
208964.PA2890 208964.PA2001 323
208964.PA2890 208964.PA5398 190
208964.PA2890 208964.PA4256 381
208964.PA2890 208964.PA1976 522
208964.PA2890 208964.PA0770 376
208964.PA2890 208964.PA3554 210
208964.PA2890 208964.PA3206 181
208964.PA2890 208964.PA0575 214
208964.PA2890 208964.PA2827 238
208964.PA2890 208964.PA3947 196
208964.PA2890 208964.PA4631 210
208964.PA2890 208964.PA2810 181
208964.PA2890 208964.PA2567 186
208964.PA2890 208964.PA5343 210
208964.PA2890 208964.PA4741 426
208964.PA2890 208964.PA3146 210
208964.PA2890 208964.PA0228 323
208964.PA2890 208964.PA0928 509
208964.PA2890 208964.PA2524 181
208964.PA2890 208964.PA2786 522
208964.PA2890 208964.PA2137 223
208964.PA2890 208964.PA2687 181
208964.PA2890 208964.PA3454 323
208964.PA2890 208964.PA2927 186
208964.PA2890 208964.PA4197 188
208964.PA2890 208964.PA4246 426
208964.PA2890 208964.PA4886 181
208964.PA2890 208964.PA4264 376
208964.PA2890 208964.PA5418 192
208964.PA2890 208964.PA1510 186
208964.PA2890 208964.PA4568 372
208964.PA2890 208964.PA4260 396
208964.PA2890 208964.PA3704 202
208964.PA2890 208964.PA1561 187
208964.PA2890 208964.PA0600 203
208964.PA2890 208964.PA1930 187
208964.PA2890 208964.PA4274 412
208964.PA2890 208964.PA3462 509
208964.PA2890 208964.PA5315 429
208964.PA2890 208964.PA2940 323
208964.PA2890 208964.PA1562 339
208964.PA2890 208964.PA5442 186
208964.PA2890 208964.PA2072 186
208964.PA2890 208964.PA2177 522
208964.PA2890 208964.PA4760 321
208964.PA2890 208964.PA4252 204
208964.PA2890 208964.PA4242 369
208964.PA2890 208964.PA0267 196
208964.PA2890 208964.PA0757 181
208964.PA2891 208964.PA0211 308
208964.PA2891 208964.PA4151 213
208964.PA2891 208964.PA5337 660
208964.PA2891 208964.PA4847 506
208964.PA2891 208964.PA4238 634
208964.PA2891 208964.PA2548 155
208964.PA2891 208964.PA0212 308
208964.PA2891 208964.PA5435 900
208964.PA2891 208964.PA2888 970
208964.PA2891 208964.PA1400 982
208964.PA2891 208964.PA0493 506
208964.PA2891 208964.PA3416 213
208964.PA2891 208964.PA3614 188
208964.PA2891 208964.PA3635 216
208964.PA2891 208964.PA4270 627
208964.PA2891 208964.PA2248 213
208964.PA2891 208964.PA3112 308
208964.PA2891 208964.PA3639 384
208964.PA2891 208964.PA2014 669
208964.PA2891 208964.PA4056 215
208964.PA2891 208964.PA0590 185
208964.PA2891 208964.PA4258 165
208964.PA2893 208964.PA4237 465
208964.PA2893 208964.PA3642 311
208964.PA2893 208964.PA4267 345
208964.PA2893 208964.PA4433 485
208964.PA2893 208964.PA4017 234
208964.PA2893 208964.PA4238 250
208964.PA2893 208964.PA4226 271
208964.PA2893 208964.PA2644 210
208964.PA2893 208964.PA2640 311
208964.PA2893 208964.PA2641 311
208964.PA2893 208964.PA0870 257
208964.PA2893 208964.PA0362 210
208964.PA2893 208964.PA2305 202
208964.PA2893 208964.PA2098 223
208964.PA2893 208964.PA5190 323
208964.PA2893 208964.PA3327 779
208964.PA2893 208964.PA4992 190
208964.PA2893 208964.PA2966 381
208964.PA2893 208964.PA4241 234
208964.PA2893 208964.PA5337 319
208964.PA2893 208964.PA4724 210
208964.PA2893 208964.PA1045 206
208964.PA2893 208964.PA4262 334
208964.PA2893 208964.PA0333 234
208964.PA2893 208964.PA0371 199
208964.PA2893 208964.PA1793 382
208964.PA2893 208964.PA1739 190
208964.PA2893 208964.PA5474 199
208964.PA2893 208964.PA2399 276
208964.PA2893 208964.PA3134 210
208964.PA2893 208964.PA4429 311
208964.PA2893 208964.PA3208 323
208964.PA2893 208964.PA2302 276
208964.PA2893 208964.PA3334 367
208964.PA2893 208964.PA0372 199
208964.PA2893 208964.PA3331 460
208964.PA2893 208964.PA3982 434
208964.PA2893 208964.PA1127 190
208964.PA2893 208964.PA5130 284
208964.PA2893 208964.PA4248 559
208964.PA2893 208964.PA4263 483
208964.PA2893 208964.PA1274 323
208964.PA2893 208964.PA4366 371
208964.PA2893 208964.PA5118 284
208964.PA2893 208964.PA2400 683
208964.PA2893 208964.PA2193 234
208964.PA2893 208964.PA2475 460
208964.PA2893 208964.PA4431 311
208964.PA2893 208964.PA4244 485
208964.PA2893 208964.PA4257 311
208964.PA2893 208964.PA1481 183
208964.PA2893 208964.PA4253 463
208964.PA2893 208964.PA0307 183
208964.PA2893 208964.PA0953 183
208964.PA2893 208964.PA4261 349
208964.PA2893 208964.PA1234 183
208964.PA2893 208964.PA2642 234
208964.PA2893 208964.PA4225 276
208964.PA2893 208964.PA2424 683
208964.PA2893 208964.PA4260 463
208964.PA2893 208964.PA4568 465
208964.PA2893 208964.PA2535 190
208964.PA2893 208964.PA1221 202
208964.PA2893 208964.PA4264 347
208964.PA2893 208964.PA4760 392
208964.PA2893 208964.PA3076 223
208964.PA2893 208964.PA4252 485
208964.PA2893 208964.PA1209 284
208964.PA2893 208964.PA4274 443
208964.PA2893 208964.PA4259 311
208964.PA2893 208964.PA4741 345
208964.PA2893 208964.PA2402 278
208964.PA2893 208964.PA4246 347
208964.PA2893 208964.PA2103 284
208964.PA2893 208964.PA4270 224
208964.PA2893 208964.PA0190 374
208964.PA2893 208964.PA4434 190
208964.PA2893 208964.PA4011 389
208964.PA2893 208964.PA1176 210
208964.PA2893 208964.PA1866 206
208964.PA2893 208964.PA4256 311
208964.PA2893 208964.PA4251 311
208964.PA2893 208964.PA3943 284
208964.PA2893 208964.PA4258 345
208964.PA2893 208964.PA4239 347
208964.PA2893 208964.PA3139 257
208964.PA2893 208964.PA1794 210
208964.PA2893 208964.PA3679 460
208964.PA2893 208964.PA2477 183
208964.PA2893 208964.PA4268 347
208964.PA2893 208964.PA3227 382
208964.PA2893 208964.PA1191 392
208964.PA2893 208964.PA4468 371
208964.PA2893 208964.PA4247 349
208964.PA2893 208964.PA4078 281
208964.PA2893 208964.PA4255 311
208964.PA2893 208964.PA3795 190
208964.PA2893 208964.PA1869 381
208964.PA2893 208964.PA5384 223
208964.PA2893 208964.PA0589 284
208964.PA2893 208964.PA3656 360
208964.PA2893 208964.PA4250 311
208964.PA2893 208964.PA2694 183
208964.PA2893 208964.PA4254 472
208964.PA2896 208964.PA2783 179
208964.PA2896 208964.PA0763 367
208964.PA2896 208964.PA4270 422
208964.PA2896 208964.PA3011 207
208964.PA2896 208964.PA1782 237
208964.PA2896 208964.PA0175 183
208964.PA2896 208964.PA3115 278
208964.PA2896 208964.PA5337 358
208964.PA2896 208964.PA3483 418
208964.PA2896 208964.PA3340 278
208964.PA2896 208964.PA3348 183
208964.PA2896 208964.PA0943 179
208964.PA2896 208964.PA4238 395
208964.PA2896 208964.PA3706 183
208964.PA2896 208964.PA0412 183
208964.PA2896 208964.PA4269 434
208964.PA2897 208964.PA5120 175
208964.PA2897 208964.PA0439 165
208964.PA2897 208964.PA1176 165
208964.PA2899 208964.PA1136 169
208964.PA2899 208964.PA2786 279
208964.PA2899 208964.PA2137 209
208964.PA2899 208964.PA1430 169
208964.PA2899 208964.PA2567 166
208964.PA2899 208964.PA4112 398
208964.PA2899 208964.PA0928 449
208964.PA2899 208964.PA3462 257
208964.PA2899 208964.PA2177 279
208964.PA2899 208964.PA3477 169
208964.PA2899 208964.PA2778 177
208964.PA2899 208964.PA3060 161
208964.PA2899 208964.PA0600 401
208964.PA2899 208964.PA1181 184
208964.PA2899 208964.PA1992 246
208964.PA2899 208964.PA4982 257
208964.PA2899 208964.PA3074 177
208964.PA2899 208964.PA1243 416
208964.PA2899 208964.PA3044 195
208964.PA2899 208964.PA1611 194
208964.PA2899 208964.PA2583 340
208964.PA2899 208964.PA5017 155
208964.PA2899 208964.PA1979 245
208964.PA2899 208964.PA4437 161
208964.PA2899 208964.PA3974 257
208964.PA2899 208964.PA2824 257
208964.PA2899 208964.PA3946 458
208964.PA2899 208964.PA3271 331
208964.PA2899 208964.PA1396 174
208964.PA2899 208964.PA1976 279
208964.PA2900 208964.PA4264 205
208964.PA2900 208964.PA1812 266
208964.PA2900 208964.PA4568 205
208964.PA2900 208964.PA4260 205
208964.PA2900 208964.PA4056 150
208964.PA2900 208964.PA3422 161
208964.PA2900 208964.PA5315 205
208964.PA2900 208964.PA4252 205
208964.PA2900 208964.PA4242 205
208964.PA2900 208964.PA4741 205
208964.PA2900 208964.PA4259 205
208964.PA2900 208964.PA0579 205
208964.PA2900 208964.PA4668 151
208964.PA2900 208964.PA3647 165
208964.PA2900 208964.PA4246 205
208964.PA2900 208964.PA4258 205
208964.PA2900 208964.PA4239 205
208964.PA2900 208964.PA2461 171
208964.PA2900 208964.PA4251 205
208964.PA2900 208964.PA4256 205
208964.PA2900 208964.PA3619 373
208964.PA2900 208964.PA1974 211
208964.PA2900 208964.PA4947 239
208964.PA2900 208964.PA3742 205
208964.PA2900 208964.PA3648 192
208964.PA2900 208964.PA4247 205
208964.PA2900 208964.PA4567 205
208964.PA2900 208964.PA4702 171
208964.PA2900 208964.PA3923 161
208964.PA2900 208964.PA4563 205
208964.PA2900 208964.PA4268 205
208964.PA2900 208964.PA4254 205
208964.PA2900 208964.PA4250 208
208964.PA2900 208964.PA3656 205
208964.PA2900 208964.PA4255 205
208964.PA2900 208964.PA3082 161
208964.PA2900 208964.PA2742 205
208964.PA2900 208964.PA5570 205
208964.PA2900 208964.PA4240 205
208964.PA2900 208964.PA4433 205
208964.PA2900 208964.PA4267 205
208964.PA2900 208964.PA2741 205
208964.PA2900 208964.PA4237 205
208964.PA2900 208964.PA4262 205
208964.PA2900 208964.PA4241 205
208964.PA2900 208964.PA0972 528
208964.PA2900 208964.PA4932 205
208964.PA2900 208964.PA4934 205
208964.PA2900 208964.PA3745 205
208964.PA2900 208964.PA3600 161
208964.PA2900 208964.PA4935 205
208964.PA2900 208964.PA4432 205
208964.PA2900 208964.PA4249 205
208964.PA2900 208964.PA2970 205
208964.PA2900 208964.PA4671 205
208964.PA2900 208964.PA4248 205
208964.PA2900 208964.PA4263 205
208964.PA2900 208964.PA0742 171
208964.PA2900 208964.PA4245 205
208964.PA2900 208964.PA5316 205
208964.PA2900 208964.PA4261 205
208964.PA2900 208964.PA1981 171
208964.PA2900 208964.PA4253 205
208964.PA2900 208964.PA4257 205
208964.PA2900 208964.PA4244 205
208964.PA2903 208964.PA2947 900
208964.PA2906 208964.PA4513 536
208964.PA2906 208964.PA5411 403
208964.PA2906 208964.PA3498 403
208964.PA2906 208964.PA5288 163
208964.PA2906 208964.PA3809 349
208964.PA2906 208964.PA5236 415
208964.PA2906 208964.PA4905 403
208964.PA2906 208964.PA4130 540
208964.PA2906 208964.PA2514 415
208964.PA2906 208964.PA4331 415
208964.PA2906 208964.PA1838 540
208964.PA2906 208964.PA2516 415
208964.PA2912 208964.PA2913 523
208964.PA2912 208964.PA2914 622
208964.PA2912 208964.PA4707 600
208964.PA2912 208964.PA4708 424
208964.PA2912 208964.PA4160 600
208964.PA2912 208964.PA4045 523
208964.PA2913 208964.PA4158 523
208964.PA2913 208964.PA2914 546
208964.PA2913 208964.PA4160 546
208964.PA2913 208964.PA4707 546
208964.PA2913 208964.PA2407 150
208964.PA2913 208964.PA2410 150
208964.PA2913 208964.PA2912 523
208964.PA2913 208964.PA5498 169
208964.PA2914 208964.PA4706 645
208964.PA2914 208964.PA4045 546
208964.PA2914 208964.PA4708 625
208964.PA2914 208964.PA4158 600
208964.PA2914 208964.PA2913 546
208964.PA2914 208964.PA2912 622
208964.PA2915 208964.PA1869 201
208964.PA2915 208964.PA0589 195
208964.PA2915 208964.PA5130 195
208964.PA2915 208964.PA3982 328
208964.PA2915 208964.PA2978 243
208964.PA2915 208964.PA4254 243
208964.PA2915 208964.PA3327 201
208964.PA2915 208964.PA5118 195
208964.PA2915 208964.PA2103 195
208964.PA2915 208964.PA1209 195
208964.PA2915 208964.PA3334 201
208964.PA2915 208964.PA3943 195
208964.PA2915 208964.PA3114 328
208964.PA2915 208964.PA2966 201
208964.PA2915 208964.PA2424 201
208964.PA2915 208964.PA2400 201
208964.PA2915 208964.PA4420 328
208964.PA2915 208964.PA2279 243
208964.PA2916 208964.PA1812 167
208964.PA2917 208964.PA0576 185
208964.PA2917 208964.PA4238 270
208964.PA2917 208964.PA4270 185
208964.PA2917 208964.PA4269 156
208964.PA2917 208964.PA5337 156
208964.PA2918 208964.PA1176 201
208964.PA2918 208964.PA2968 167
208964.PA2918 208964.PA5174 174
208964.PA2918 208964.PA2643 272
208964.PA2918 208964.PA5007 303
208964.PA2918 208964.PA4378 303
208964.PA2918 208964.PA5012 221
208964.PA2918 208964.PA0103 189
208964.PA2918 208964.PA4331 193
208964.PA2918 208964.PA3770 190
208964.PA2918 208964.PA4905 193
208964.PA2918 208964.PA5411 193
208964.PA2918 208964.PA2424 173
208964.PA2918 208964.PA2516 193
208964.PA2918 208964.PA3645 161
208964.PA2918 208964.PA0214 167
208964.PA2918 208964.PA2649 307
208964.PA2918 208964.PA3227 248
208964.PA2918 208964.PA3809 193
208964.PA2918 208964.PA3287 269
208964.PA2918 208964.PA1647 189
208964.PA2918 208964.PA4430 246
208964.PA2918 208964.PA2563 189
208964.PA2918 208964.PA1883 213
208964.PA2918 208964.PA2965 174
208964.PA2918 208964.PA5011 221
208964.PA2918 208964.PA1793 248
208964.PA2918 208964.PA2637 213
208964.PA2918 208964.PA2638 272
208964.PA2918 208964.PA0029 189
208964.PA2918 208964.PA1610 196
208964.PA2918 208964.PA3498 193
208964.PA2918 208964.PA2498 269
208964.PA2918 208964.PA4998 303
208964.PA2918 208964.PA3297 156
208964.PA2918 208964.PA4281 348
208964.PA2918 208964.PA0362 201
208964.PA2918 208964.PA2644 201
208964.PA2918 208964.PA5236 193
208964.PA2918 208964.PA2648 228
208964.PA2918 208964.PA3961 156
208964.PA2918 208964.PA4612 269
208964.PA2918 208964.PA1609 174
208964.PA2918 208964.PA2583 159
208964.PA2918 208964.PA0101 170
208964.PA2918 208964.PA1373 174
208964.PA2918 208964.PA2639 681
208964.PA2918 208964.PA3885 277
208964.PA2918 208964.PA2514 193
208964.PA2918 208964.PA2953 212
208964.PA2918 208964.PA3946 159
208964.PA2918 208964.PA0098 170
208964.PA2920 208964.PA1611 164
208964.PA2920 208964.PA1463 251
208964.PA2920 208964.PA2583 182
208964.PA2920 208964.PA2786 187
208964.PA2920 208964.PA1992 223
208964.PA2920 208964.PA4982 163
208964.PA2920 208964.PA1243 242
208964.PA2920 208964.PA1464 302
208964.PA2920 208964.PA2137 208
208964.PA2920 208964.PA3974 163
208964.PA2920 208964.PA0928 244
208964.PA2920 208964.PA0410 291
208964.PA2920 208964.PA1458 861
208964.PA2920 208964.PA0178 861
208964.PA2920 208964.PA4112 182
208964.PA2920 208964.PA2177 187
208964.PA2920 208964.PA3947 164
208964.PA2920 208964.PA2824 163
208964.PA2920 208964.PA3707 291
208964.PA2920 208964.PA0177 302
208964.PA2920 208964.PA3462 163
208964.PA2920 208964.PA3271 244
208964.PA2920 208964.PA3946 189
208964.PA2920 208964.PA3349 271
208964.PA2920 208964.PA1456 166
208964.PA2920 208964.PA3704 541
208964.PA2920 208964.PA0413 541
208964.PA2920 208964.PA3705 232
208964.PA2920 208964.PA1976 187
208964.PA2922 208964.PA4344 900
208964.PA2922 208964.PA3987 155
208964.PA2923 208964.PA2926 900
208964.PA2923 208964.PA2925 900
208964.PA2923 208964.PA2924 903
208964.PA2924 208964.PA5377 360
208964.PA2924 208964.PA4496 360
208964.PA2924 208964.PA0890 388
208964.PA2924 208964.PA3383 360
208964.PA2924 208964.PA3187 360
208964.PA2924 208964.PA4193 360
208964.PA2924 208964.PA0302 360
208964.PA2924 208964.PA3890 360
208964.PA2924 208964.PA5103 360
208964.PA2924 208964.PA3236 360
208964.PA2924 208964.PA2397 360
208964.PA2924 208964.PA0603 360
208964.PA2924 208964.PA3888 360
208964.PA2924 208964.PA5096 360
208964.PA2924 208964.PA5095 360
208964.PA2924 208964.PA5231 360
208964.PA2924 208964.PA0889 360
208964.PA2924 208964.PA1257 360
208964.PA2924 208964.PA5230 360
208964.PA2924 208964.PA1811 360
208964.PA2924 208964.PA4500 360
208964.PA2924 208964.PA2409 360
208964.PA2924 208964.PA4455 360
208964.PA2924 208964.PA0206 360
208964.PA2924 208964.PA5450 360
208964.PA2924 208964.PA3313 360
208964.PA2924 208964.PA0280 360
208964.PA2924 208964.PA4194 360
208964.PA2924 208964.PA0030 360
208964.PA2924 208964.PA5451 360
208964.PA2924 208964.PA0326 360
208964.PA2924 208964.PA5154 360
208964.PA2924 208964.PA5155 388
208964.PA2924 208964.PA4497 360
208964.PA2924 208964.PA4502 360
208964.PA2924 208964.PA5376 360
208964.PA2924 208964.PA4461 360
208964.PA2924 208964.PA5388 360
208964.PA2924 208964.PA3538 360
208964.PA2924 208964.PA2925 904
208964.PA2924 208964.PA3254 360
208964.PA2924 208964.PA2926 907
208964.PA2924 208964.PA5317 360
208964.PA2924 208964.PA2058 360
208964.PA2924 208964.PA3211 360
208964.PA2924 208964.PA2341 360
208964.PA2924 208964.PA5378 360
208964.PA2924 208964.PA3607 360
208964.PA2924 208964.PA2678 360
208964.PA2924 208964.PA5075 360
208964.PA2924 208964.PA1810 360
208964.PA2924 208964.PA2408 360
208964.PA2924 208964.PA2923 903
208964.PA2924 208964.PA5501 360
208964.PA2924 208964.PA3828 360
208964.PA2924 208964.PA5500 360
208964.PA2924 208964.PA0313 360
208964.PA2924 208964.PA2811 360
208964.PA2924 208964.PA2202 360
208964.PA2924 208964.PA1258 360
208964.PA2924 208964.PA3889 360
208964.PA2924 208964.PA2203 360
208964.PA2924 208964.PA3827 360
208964.PA2924 208964.PA1340 360
208964.PA2924 208964.PA3891 360
208964.PA2924 208964.PA1341 360
208964.PA2925 208964.PA5231 360
208964.PA2925 208964.PA5095 360
208964.PA2925 208964.PA5096 360
208964.PA2925 208964.PA3888 360
208964.PA2925 208964.PA4500 360
208964.PA2925 208964.PA5230 360
208964.PA2925 208964.PA1811 360
208964.PA2925 208964.PA0889 388
208964.PA2925 208964.PA1257 360
208964.PA2925 208964.PA3187 360
208964.PA2925 208964.PA3383 360
208964.PA2925 208964.PA0890 360
208964.PA2925 208964.PA4496 360
208964.PA2925 208964.PA5377 360
208964.PA2925 208964.PA0603 360
208964.PA2925 208964.PA3236 360
208964.PA2925 208964.PA2397 360
208964.PA2925 208964.PA3890 360
208964.PA2925 208964.PA5103 360
208964.PA2925 208964.PA0302 360
208964.PA2925 208964.PA4193 360
208964.PA2925 208964.PA5376 360
208964.PA2925 208964.PA4502 360
208964.PA2925 208964.PA5155 360
208964.PA2925 208964.PA4497 360
208964.PA2925 208964.PA0326 360
208964.PA2925 208964.PA5154 388
208964.PA2925 208964.PA5451 360
208964.PA2925 208964.PA0030 360
208964.PA2925 208964.PA3538 360
208964.PA2925 208964.PA5388 360
208964.PA2925 208964.PA4461 360
208964.PA2925 208964.PA0206 360
208964.PA2925 208964.PA4455 360
208964.PA2925 208964.PA2409 360
208964.PA2925 208964.PA4194 360
208964.PA2925 208964.PA0280 360
208964.PA2925 208964.PA3313 360
208964.PA2925 208964.PA5450 360
208964.PA2925 208964.PA5500 360
208964.PA2925 208964.PA0313 360
208964.PA2925 208964.PA5501 360
208964.PA2925 208964.PA3828 360
208964.PA2925 208964.PA2923 900
208964.PA2925 208964.PA2924 904
208964.PA2925 208964.PA2408 360
208964.PA2925 208964.PA1810 360
208964.PA2925 208964.PA2202 360
208964.PA2925 208964.PA2811 360
208964.PA2925 208964.PA2058 360
208964.PA2925 208964.PA5317 360
208964.PA2925 208964.PA2926 908
208964.PA2925 208964.PA3254 360
208964.PA2925 208964.PA5075 360
208964.PA2925 208964.PA2678 360
208964.PA2925 208964.PA3607 360
208964.PA2925 208964.PA2341 360
208964.PA2925 208964.PA3211 360
208964.PA2925 208964.PA5378 360
208964.PA2925 208964.PA1340 360
208964.PA2925 208964.PA3891 360
208964.PA2925 208964.PA3827 360
208964.PA2925 208964.PA2203 360
208964.PA2925 208964.PA1341 360
208964.PA2925 208964.PA1258 360
208964.PA2925 208964.PA3889 360
208964.PA2926 208964.PA2924 907
208964.PA2926 208964.PA2923 900
208964.PA2926 208964.PA2925 908
208964.PA2927 208964.PA4980 186
208964.PA2927 208964.PA4258 330
208964.PA2927 208964.PA3600 328
208964.PA2927 208964.PA1240 186
208964.PA2927 208964.PA4262 336
208964.PA2927 208964.PA3426 186
208964.PA2927 208964.PA1821 186
208964.PA2927 208964.PA4741 328
208964.PA2927 208964.PA5275 367
208964.PA2927 208964.PA4567 367
208964.PA2927 208964.PA3014 186
208964.PA2927 208964.PA2841 186
208964.PA2927 208964.PA5316 367
208964.PA2927 208964.PA4433 274
208964.PA2927 208964.PA4432 367
208964.PA2927 208964.PA2013 186
208964.PA2927 208964.PA2890 186
208964.PA2927 208964.PA4568 367
208964.PA2927 208964.PA4330 186
208964.PA2927 208964.PA1021 186
208964.PA2927 208964.PA4237 367
